label_id,patch_id,path,label,tissue_pct
10143,00000_5-1.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00000_5-1.png,HGSC,0.7234	
10143,00001_6-1.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00001_6-1.png,HGSC,0.5112	
10143,00002_7-1.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00002_7-1.png,HGSC,0.5906	
10143,00003_9-1.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00003_9-1.png,HGSC,0.6077	
10143,00004_10-1.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00004_10-1.png,HGSC,0.3149	
10143,00005_11-1.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00005_11-1.png,HGSC,0.2314	
10143,00007_13-1.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00007_13-1.png,HGSC,0.3159	
10143,00008_14-1.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00008_14-1.png,HGSC,0.468	
10143,00009_4-2.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00009_4-2.png,HGSC,0.761	
10143,00011_6-2.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00011_6-2.png,HGSC,0.4185	
10143,00012_7-2.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00012_7-2.png,HGSC,0.5701	
10143,00013_8-2.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00013_8-2.png,HGSC,0.2151	
10143,00014_9-2.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00014_9-2.png,HGSC,0.6907	
10143,00015_10-2.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00015_10-2.png,HGSC,0.6541	
10143,00016_11-2.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00016_11-2.png,HGSC,0.7715	
10143,00017_12-2.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00017_12-2.png,HGSC,0.5415	
10143,00018_13-2.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00018_13-2.png,HGSC,0.3567	
10143,00019_14-2.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00019_14-2.png,HGSC,0.2612	
10143,00021_16-2.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00021_16-2.png,HGSC,0.7637	
10143,00022_4-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00022_4-3.png,HGSC,0.489	
10143,00023_5-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00023_5-3.png,HGSC,0.5061	
10143,00024_6-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00024_6-3.png,HGSC,0.8167	
10143,00025_7-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00025_7-3.png,HGSC,0.7581	
10143,00026_8-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00026_8-3.png,HGSC,0.6951	
10143,00027_9-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00027_9-3.png,HGSC,0.8423	
10143,00028_10-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00028_10-3.png,HGSC,0.9028	
10143,00029_11-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00029_11-3.png,HGSC,0.9468	
10143,00030_12-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00030_12-3.png,HGSC,0.7664	
10143,00031_13-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00031_13-3.png,HGSC,0.72	
10143,00032_14-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00032_14-3.png,HGSC,0.7192	
10143,00033_15-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00033_15-3.png,HGSC,0.6204	
10143,00034_16-3.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00034_16-3.png,HGSC,0.4502	
10143,00035_2-4.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00035_2-4.png,HGSC,0.7241	
10143,00036_3-4.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00036_3-4.png,HGSC,0.6174	
10143,00037_4-4.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00037_4-4.png,HGSC,0.7327	
10143,00038_5-4.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00038_5-4.png,HGSC,0.9062	
10143,00039_6-4.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00039_6-4.png,HGSC,0.9607	
10143,00040_7-4.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00040_7-4.png,HGSC,0.7158	
10143,00041_8-4.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00041_8-4.png,HGSC,0.7668	
10143,00042_9-4.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00042_9-4.png,HGSC,0.9319	
10143,00043_10-4.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00043_10-4.png,HGSC,0.814	
10143,00044_11-4.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00044_11-4.png,HGSC,0.9504	
10143,00045_12-4.png,/kaggle/input/ubc-ocean-tiles-w-masks-2048px-scale-0-25/train_images/10143/00045_12-4.png,HGSC,0.7922	
