,train,val,test
0,63015,9658,13526
1,30203,1952,55287
2,62828,44581,52461
3,56861,22425,15231
4,34690,26533,28603
5,28736,53377,24563
6,7490,36302,26950
7,6363,42857,48506
8,39990,29615,22155
9,28922,29915,40888
10,29331,43671,3881
11,1020,28121,44432
12,12244,25561,18547
13,49872,36639,46469
14,21260,54590,26603
15,5852,60058,431
16,57265,37367,54949
17,39872,9154,64950
18,56351,38535,22654
19,38019,53059,10642
20,,57468,26644
21,,46139,47984
22,,63941,43390
23,,1925,41361
24,,60287,34649
25,,45104,24759
26,,32035,15139
27,,5114,3098
28,,56843,53688
29,,18196,38048
30,,16986,5851
31,,1774,32192
32,,33708,8985
33,,13568,26025
34,,54473,2391
35,,56500,25256
36,,22221,43998
37,,61823,44962
38,,51128,22924
39,,60928,14424
40,,57711,15188
41,,53098,21373
42,,47105,40079
43,,32042,33984
44,,25604,12522
45,,31383,2906
46,,7329,40124
47,,8531,15742
48,,65094,2227
49,,30986,39208
50,,56117,62476
51,,39252,23523
