,train,val,test
0,42857,17291,45990
1,39880,22290,25923
2,63015,31033,10548
3,60988,58947,54928
4,2666,9658,11263
5,52108,6449,26950
6,10469,18014,44976
7,17738,57598,57696
8,54825,56861,52375
9,38097,22425,42296
10,41361,61280,61493
11,63897,15293,8280
12,36583,35239,11559
13,12244,15221,9341
14,2391,36499,60058
15,11557,43390,29331
16,25331,24507,21432
17,21020,1252,5264
18,48550,19512,17365
19,51893,47984,34720
20,,1020,17174
21,,62641,39365
22,,28519,53059
23,,56221,24617
24,,30508,50878
25,,32596,48861
26,,4,20858
27,,65371,52438
28,,61033,20316
29,,24991,43432
30,,9697,1925
31,,19255,46736
32,,38585,54473
33,,10252,34277
34,,6898,39258
35,,8130,65022
36,,50246,40124
37,,55279,15671
38,,46688,40503
39,,52752,28736
40,,51215,14401
41,,61823,33984
42,,7490,50962
43,,30792,25604
44,,21232,11431
45,,60928,44700
46,,18138,15188
47,,44804,40079
48,,37190,14532
49,,3997,35792
50,,20329,31297
51,,65094,36678
