,train,val,test
0,30203,46769,15486
1,16325,8279,12442
2,55287,29615,7482
3,26533,22290,44976
4,3222,52420,22155
5,6363,11263,44283
6,52846,52461,38349
7,32432,40888,12222
8,47020,62828,63289
9,5015,30272,28603
10,60287,26124,51021
11,1295,37367,17174
12,5852,1080,47911
13,36583,52438,64111
14,40864,54949,3264
15,2391,27950,34845
16,48502,3098,41361
17,21020,38041,8240
18,14532,39255,56221
19,46815,19157,39365
20,,36499,64950
21,,18568,61689
22,,10896,61852
23,,20670,46469
24,,29147,44432
25,,8805,6175
26,,59031,51832
27,,30794,43815
28,,47984,48861
29,,1774,30508
30,,46793,28121
31,,431,970
32,,9183,54473
33,,34688,33976
34,,31793,15583
35,,33708,56500
36,,11431,52836
37,,53859,51032
38,,51499,7490
39,,6281,12902
40,,40079,51215
41,,50304,31383
42,,2906,51128
43,,46444,10077
44,,63367,59760
45,,60936,43280
46,,38647,10800
47,,35909,6793
48,,48550,20329
49,,34508,4797
50,,65094,56993
51,,38019,56117
