,train,val,test
0,44976,40888,38669
1,17291,42857,56947
2,57696,52461,1952
3,25923,63289,58947
4,34822,52259,30272
5,19569,3191,26950
6,45578,22290,16325
7,50304,42549,61961
8,43875,46543,4827
9,43815,20205,24563
10,38535,30539,30508
11,26190,9509,8240
12,9183,39990,6843
13,39466,28028,30738
14,34688,5851,15871
15,3092,45185,29331
16,56117,15293,52438
17,39208,24617,25792
18,2227,3881,18981
19,39252,8280,24991
20,,39172,16042
21,,17637,35239
22,,56221,5264
23,,8213,54590
24,,46139,19157
25,,11417,5307
26,,51021,51832
27,,4963,48861
28,,28393,59589
29,,3055,39144
30,,30794,36008
31,,19255,34247
32,,23796,21303
33,,21260,39258
34,,57162,38366
35,,33708,38959
36,,15742,6793
37,,60936,10800
38,,31383,30515
39,,30792,63429
40,,10246,44232
41,,46688,28066
42,,19030,44962
43,,45254,21373
44,,2666,17738
45,,18810,63367
46,,3222,43998
47,,54408,44700
48,,5456,4134
49,,62476,14312
50,,38019,37190
51,,35792,48502
