,train,val,test
0,15231,44283,27315
1,15470,52420,12442
2,46769,25928,5970
3,56861,63015,36063
4,28736,42549,1952
5,30712,1943,12222
6,21373,29915,40888
7,22924,4827,24563
8,65300,61961,40129
9,16209,30203,22155
10,5851,9341,46736
11,17174,2706,35652
12,36583,35592,48973
13,40864,20670,24991
14,10252,25792,31333
15,13387,43815,16986
16,56993,38097,61493
17,46815,19512,55281
18,3997,431,28393
19,39252,15209,52438
20,,39425,21432
21,,45104,51021
22,,27739,27249
23,,10896,27747
24,,28121,56843
25,,32035,60058
26,,706,46793
27,,4211,18896
28,,5251,36499
29,,46435,50932
30,,65371,26190
31,,30738,11417
32,,33976,2391
33,,11557,66
34,,34688,8985
35,,5852,33708
36,,19030,55279
37,,15912,52846
38,,3511,6363
39,,45630,38479
40,,45254,60928
41,,44962,64771
42,,43998,53900
43,,12902,38118
44,,53655,18810
45,,39269,3222
46,,61823,46444
47,,2666,53402
48,,49587,14312
49,,6582,56799
50,,5456,57265
51,,31297,30868
