,train,val,test
0,21929,15486,42857
1,22425,18014,26950
2,3191,8279,64824
3,40129,32032,46543
4,39269,26219,44581
5,20882,22155,7955
6,35953,46769,7482
7,49942,22489,52461
8,61424,63015,45725
9,47020,44976,22290
10,5114,20312,970
11,49281,26644,5851
12,34277,1289,28393
13,5852,36008,6843
14,40864,31473,27245
15,3092,1774,44432
16,30868,20858,18196
17,48502,57100,36499
18,28562,37655,55281
19,9254,39146,54825
20,,29904,34649
21,,34247,65533
22,,32035,61033
23,,8713,1252
24,,9341,29147
25,,47911,60287
26,,16042,61089
27,,10143,5992
28,,25561,39255
29,,2706,15139
30,,706,32192
31,,61493,46139
32,,13568,38366
33,,9183,33708
34,,56500,31300
35,,23796,36583
36,,18138,44804
37,,24023,59760
38,,18810,3222
39,,53098,63836
40,,50048,38901
41,,54408,7490
42,,52836,34690
43,,45630,53900
44,,45254,30792
45,,48734,14617
46,,12902,28736
47,,52752,59900
48,,46815,31297
49,,48550,56993
50,,39872,2227
51,,47431,39252
