,train,val,test
0,62828,38349,1952
1,7482,15231,26533
2,12222,6359,39880
3,18813,10548,47960
4,19030,36063,45990
5,56875,22155,4877
6,21232,1660,16876
7,45578,57598,15470
8,9154,48506,43796
9,61089,53377,52375
10,35998,34247,52438
11,59031,2097,20463
12,31300,24617,3055
13,8130,18914,61493
14,54473,36008,39255
15,39258,36499,19512
16,56351,17637,47911
17,42260,20312,9341
18,38019,24507,63298
19,2227,60287,46172
20,,14127,4
21,,62641,17365
22,,29904,27739
23,,30508,8805
24,,8213,27950
25,,25561,28922
26,,57100,38097
27,,15209,5851
28,,53059,12159
29,,5114,6175
30,,48861,18568
31,,20316,8240
32,,12244,31793
33,,3092,11557
34,,34277,57162
35,,281,5852
36,,10469,53655
37,,59760,10800
38,,22740,61320
39,,45254,59002
40,,49942,53859
41,,51499,51215
42,,34822,46444
43,,17738,18138
44,,50048,52836
45,,52108,2906
46,,35754,33984
47,,59900,23629
48,,4797,56799
49,,3997,39208
50,,57265,37307
51,,48502,56993
