,train,val,test
0,30203,40888,38669
1,7482,42857,56947
2,47960,52461,1952
3,25923,63289,58947
4,57696,52259,30272
5,57598,3191,26950
6,17067,22290,16325
7,51346,42549,61961
8,60928,46543,4827
9,6363,20205,24563
10,15912,30539,30508
11,53859,9509,8240
12,52752,39990,6843
13,53098,28028,30738
14,30712,5851,15871
15,23629,45185,29331
16,15209,15293,52438
17,55281,24617,25792
18,61033,3881,18981
19,57100,8280,24991
20,24759,39172,16042
21,4,17637,35239
22,26644,56221,5264
23,50589,8213,54590
24,31793,46139,19157
25,26025,11417,5307
26,33839,51021,51832
27,36583,4963,48861
28,9183,28393,59589
29,38849,3055,39144
30,38585,30794,36008
31,11557,19255,34247
32,4797,23796,21303
33,44530,21260,39258
34,48550,57162,38366
35,56351,33708,38959
36,39252,15742,6793
37,51893,60936,10800
38,28562,31383,30515
39,30986,30792,63429
40,,10246,44232
41,,46688,28066
42,,19030,44962
43,,45254,21373
44,,2666,17738
45,,18810,63367
46,,3222,43998
47,,54408,44700
48,,5456,4134
49,,62476,14312
50,,38019,37190
51,,35792,48502
