,train,val,test
0,36302,15486,42857
1,58947,18014,26950
2,30203,8279,64824
3,4827,32032,46543
4,60988,26219,44581
5,40888,22155,7955
6,12222,46769,7482
7,39880,22489,52461
8,28066,63015,45725
9,44700,44976,22290
10,38647,20312,970
11,8531,26644,5851
12,39269,1289,28393
13,50304,36008,6843
14,31383,31473,27245
15,6363,1774,44432
16,41361,20858,18196
17,40639,57100,36499
18,38048,37655,55281
19,30794,39146,54825
20,52438,29904,34649
21,61852,34247,65533
22,61424,32035,61033
23,54990,8713,1252
24,40864,9341,29147
25,5852,47911,60287
26,38849,16042,61089
27,21303,10143,5992
28,52612,25561,39255
29,41099,2706,15139
30,26862,706,32192
31,26025,61493,46139
32,62476,13568,38366
33,56351,9183,33708
34,38019,56500,31300
35,30868,23796,36583
36,65094,18138,44804
37,37190,24023,59760
38,34508,18810,3222
39,14532,53098,63836
40,,50048,38901
41,,54408,7490
42,,52836,34690
43,,45630,53900
44,,45254,30792
45,,48734,14617
46,,12902,28736
47,,52752,59900
48,,46815,31297
49,,48550,56993
50,,39872,2227
51,,47431,39252
