,train,val,test
0,54928,46769,15486
1,4827,8279,12442
2,64824,29615,7482
3,16325,22290,44976
4,30203,52420,22155
5,45725,11263,44283
6,24563,52461,38349
7,51346,40888,12222
8,3511,62828,63289
9,61823,30272,28603
10,39269,26124,51021
11,55876,37367,17174
12,44700,1080,47911
13,4608,52438,64111
14,10469,54949,3264
15,30515,27950,34845
16,50589,3098,41361
17,25792,38041,8240
18,54825,39255,56221
19,8713,19157,39365
20,24991,36499,64950
21,27747,18568,61689
22,65533,10896,61852
23,17854,20670,46469
24,5852,29147,44432
25,39466,8805,6175
26,21260,59031,51832
27,40864,30794,43815
28,49872,47984,48861
29,36583,1774,30508
30,34277,46793,28121
31,13387,431,970
32,9254,9183,54473
33,56351,34688,33976
34,28562,31793,15583
35,39208,33708,56500
36,30986,11431,52836
37,51893,53859,51032
38,5456,51499,7490
39,42260,6281,12902
40,,40079,51215
41,,50304,31383
42,,2906,51128
43,,46444,10077
44,,63367,59760
45,,60936,43280
46,,38647,10800
47,,35909,6793
48,,48550,20329
49,,34508,4797
50,,65094,56993
51,,38019,56117
