,train,val,test
0,21929,14051,32032
1,22425,43796,38669
2,17291,55287,1952
3,12442,45990,48506
4,52375,64824,3191
5,57598,52420,30369
6,54928,57696,7482
7,46769,20205,18014
8,40079,58974,44283
9,19030,27315,51346
10,30712,17416,52275
11,49942,17854,64111
12,5265,63897,11417
13,38647,65371,10642
14,18810,39172,54990
15,286,57100,26603
16,30794,35998,6140
17,36008,43390,18568
18,46139,15139,39425
19,56221,14542,2706
20,17174,20316,49281
21,27950,43432,40639
22,28393,431,35239
23,8240,58895,12159
24,41099,54949,27249
25,15583,17637,43671
26,52612,25561,16042
27,25256,61797,9697
28,38585,59031,47984
29,13387,1020,4
30,10252,61280,51832
31,12244,29240,36499
32,9254,21260,5852
33,38019,39466,34277
34,48502,8985,31300
35,39252,26862,21303
36,4797,50962,28736
37,21445,30515,48734
38,25331,49995,25604
39,62476,21373,34822
40,,28066,61320
41,,59900,14617
42,,63121,51128
43,,38118,32432
44,,54408,35754
45,,22924,6363
46,,18138,60936
47,,7204,35953
48,,39208,5456
49,,56351,30868
50,,49587,4134
51,,23523,44530
