,train,val,test
0,17291,38349,1952
1,52461,15231,26533
2,24563,6359,39880
3,54928,10548,47960
4,35197,36063,45990
5,32032,22155,4877
6,29915,1660,16876
7,25928,57598,15470
8,32042,48506,43796
9,14424,53377,52375
10,64771,34247,52438
11,15912,2097,20463
12,48734,24617,3055
13,55876,18914,61493
14,32432,36008,39255
15,12902,36499,19512
16,20670,17637,47911
17,14542,20312,9341
18,39990,24507,63298
19,21432,60287,46172
20,52784,14127,4
21,19255,62641,17365
22,1295,29904,27739
23,44432,30508,8805
24,52612,8213,27950
25,66,25561,28922
26,54473,57100,38097
27,41099,15209,5851
28,33976,53059,12159
29,33839,5114,6175
30,8985,48861,18568
31,13568,20316,8240
32,39252,12244,31793
33,9254,3092,11557
34,47431,34277,57162
35,51893,281,5852
36,2227,10469,53655
37,14312,59760,10800
38,35792,22740,61320
39,5456,45254,59002
40,,49942,53859
41,,51499,51215
42,,34822,46444
43,,17738,18138
44,,50048,52836
45,,52108,2906
46,,35754,33984
47,,59900,23629
48,,4797,56799
49,,3997,39208
50,,57265,37307
51,,48502,56993
