,train,val,test
0,11263,9658,13526
1,46769,1952,55287
2,54928,44581,52461
3,45990,22425,15231
4,36063,26533,28603
5,14051,53377,24563
6,42549,36302,26950
7,62828,42857,48506
8,4608,29615,22155
9,2666,29915,40888
10,10469,43671,3881
11,7490,28121,44432
12,18138,25561,18547
13,30792,36639,46469
14,26939,54590,26603
15,52836,60058,431
16,30794,37367,54949
17,36513,9154,64950
18,46793,38535,22654
19,28821,53059,10642
20,32112,57468,26644
21,14542,46139,47984
22,27245,63941,43390
23,6951,1925,41361
24,26862,60287,34649
25,34688,45104,24759
26,10252,32035,15139
27,6898,5114,3098
28,5852,56843,53688
29,21260,18196,38048
30,65022,16986,5851
31,3092,1774,32192
32,36678,33708,8985
33,20329,13568,26025
34,56351,54473,2391
35,6582,56500,25256
36,5456,22221,43998
37,25331,61823,44962
38,28562,51128,22924
39,21445,60928,14424
40,,57711,15188
41,,53098,21373
42,,47105,40079
43,,32042,33984
44,,25604,12522
45,,31383,2906
46,,7329,40124
47,,8531,15742
48,,65094,2227
49,,30986,39208
50,,56117,62476
51,,39252,23523
