,train,val,test
0,27315,12222,29615
1,24563,10548,44976
2,55287,63165,54928
3,9658,56861,58947
4,52461,18813,45990
5,17067,38687,6359
6,29915,30369,48506
7,12442,26533,1943
8,53655,56947,39880
9,25604,25923,51346
10,2666,52308,28519
11,61823,34247,15293
12,52108,6951,57468
13,24023,15139,35239
14,2906,46469,17854
15,55279,36204,16494
16,29147,59031,41361
17,27739,8805,32596
18,39255,25792,65371
19,14039,36499,8280
20,59383,43875,31333
21,39728,19255,6843
22,32192,3098,17416
23,51832,27249,30738
24,39466,27747,47837
25,26025,43671,61424
26,31793,1295,28821
27,33708,5307,18981
28,5852,46736,30794
29,3092,24991,1289
30,39258,39172,41801
31,25256,10896,14542
32,65094,26862,31300
33,28562,281,9183
34,6582,34277,57162
35,56351,40864,49872
36,30986,18810,53402
37,30868,12902,44700
38,39208,30712,46444
39,44530,18138,12522
40,,5265,7204
41,,50962,22221
42,,57711,286
43,,15188,32042
44,,22924,64771
45,,51679,50246
46,,3222,18607
47,,52752,63367
48,,56993,36678
49,,38019,35792
50,,25331,23523
51,,14312,48502
