,train,val,test
0,5307,46769,15486
1,15293,8279,12442
2,50589,29615,7482
3,9341,22290,44976
4,22654,52420,22155
5,5114,11263,44283
6,39425,52461,38349
7,64629,40888,12222
8,36639,62828,63289
9,50712,30272,28603
10,6843,26124,51021
11,60287,37367,17174
12,14542,1080,47911
13,39297,52438,64111
14,5015,54949,3264
15,38018,27950,34845
16,36583,3098,41361
17,52612,38041,8240
18,3092,39255,56221
19,12244,19157,39365
20,23796,36499,64950
21,33839,18568,61689
22,65022,10896,61852
23,38849,20670,46469
24,49872,29147,44432
25,26025,8805,6175
26,39466,59031,51832
27,39258,30794,43815
28,57162,47984,48861
29,281,1774,30508
30,8130,46793,28121
31,21260,431,970
32,14424,9183,54473
33,48734,34688,33976
34,12522,31793,15583
35,32636,33708,56500
36,30515,11431,52836
37,38118,53859,51032
38,32042,51499,7490
39,8531,6281,12902
40,19030,40079,51215
41,34822,50304,31383
42,20882,2906,51128
43,43998,46444,10077
44,41368,63367,59760
45,61320,60936,43280
46,44804,38647,10800
47,30792,35909,6793
48,24563,48550,20329
49,13987,34508,4797
50,14051,65094,56993
51,59515,38019,56117
52,6359,57696,42857
53,42549,36302,17291
54,30203,9658,31033
55,36063,39880,6449
56,51346,60685,64824
57,58947,63015,45990
58,61961,30369,7955
59,47960,15470,1943
60,16876,15231,43796
61,16325,55287,60988
62,10548,20205,46543
63,38669,26533,58974
64,21020,3191,21929
65,21445,56861,42296
66,51893,57598,18014
67,39208,4827,27315
68,14312,13526,53377
69,3084,45725,56947
70,49587,1660,52931
71,25331,4877,35197
72,9254,32032,26219
73,30868,40129,52259
74,56351,5970,63165
75,2227,22425,38687
76,39872,26950,44603
77,37190,25923,48506
78,35792,22489,17067
79,39252,29915,18813
80,,25928,44581
