,train,val,test
0,5114,40888,38669
1,16986,42857,56947
2,52275,52461,1952
3,9697,63289,58947
4,26190,52259,30272
5,3264,3191,26950
6,43671,22290,16325
7,64950,42549,61961
8,39297,46543,4827
9,52308,20205,24563
10,6558,30539,30508
11,61424,9509,8240
12,15209,39990,6843
13,43432,28028,30738
14,3098,5851,15871
15,39425,45185,29331
16,34277,15293,52438
17,54473,24617,25792
18,3092,3881,18981
19,11557,8280,24991
20,25256,39172,16042
21,33839,17637,35239
22,65022,56221,5264
23,38585,8213,54590
24,52612,46139,19157
25,26862,11417,5307
26,40864,51021,51832
27,39466,4963,48861
28,56500,28393,59589
29,281,3055,39144
30,8130,30794,36008
31,13568,19255,34247
32,12522,23796,21303
33,50962,21260,39258
34,10469,57162,38366
35,35909,33708,38959
36,32636,15742,6793
37,39269,60936,10800
38,34822,31383,30515
39,7490,30792,63429
40,19569,10246,44232
41,38479,46688,28066
42,21232,19030,44962
43,45578,45254,21373
44,44804,2666,17738
45,60928,18810,63367
46,47105,3222,43998
47,34690,54408,44700
48,15486,5456,4134
49,8279,62476,14312
50,11263,38019,37190
51,59515,35792,48502
52,6449,29615,42125
53,30369,12222,26533
54,16876,54928,22489
55,22155,30203,58974
56,44581,47960,39880
57,53377,63165,9658
58,60685,5970,55287
59,35197,44976,44283
60,15231,38349,45725
61,12442,38687,64824
62,7482,36063,45990
63,25928,4877,1943
64,21445,22425,52375
65,23523,13526,56861
66,56351,46769,10548
67,39872,52420,63015
68,20329,17291,28603
69,3084,18014,13987
70,56117,51346,15470
71,28562,62828,31033
72,14532,17067,6359
73,30986,43796,27315
74,56799,40129,60988
75,2227,36302,57696
76,44530,29915,52931
77,39208,42296,7955
78,36678,57598,21929
79,42260,32032,14051
80,,18813,25923
