,train,val,test
0,6558,35197,52259
1,16986,42857,40888
2,50589,16325,52420
3,10642,54928,58974
4,25792,7482,38349
5,5851,52461,9658
6,40639,52375,7955
7,64629,36302,13526
8,37655,58947,57696
9,50878,55287,38669
10,8280,26124,51832
11,60287,63897,54949
12,15293,30508,51021
13,39990,65371,39146
14,5264,43390,8713
15,38041,3055,9154
16,33976,3881,39365
17,54473,61797,2097
18,3092,19255,39425
19,12244,39893,1925
20,21303,6175,1252
21,31300,50932,20858
22,65022,39297,17365
23,38366,47984,49281
24,52612,16209,50712
25,25256,53059,43671
26,39258,32596,5307
27,38959,970,27739
28,57162,17637,1080
29,281,13364,38097
30,8130,1295,5015
31,15583,63298,17854
32,11431,49872,33708
33,50246,9183,34688
34,10246,56500,39466
35,35754,38849,31793
36,30515,60936,5265
37,39269,52752,63121
38,32432,34822,31383
39,7490,3511,34690
40,18810,15671,46444
41,38479,35953,10800
42,19569,33984,7204
43,44804,32042,53859
44,44232,52108,21232
45,61320,14424,44700
46,45578,49942,14617
47,30792,40079,59900
48,27315,28562,3997
49,22155,42260,56993
50,25923,48502,56351
51,63015,34508,30868
52,6449,64824,6359
53,42296,59515,22290
54,28603,3191,42549
55,29615,44976,1943
56,45725,44581,21929
57,56947,30272,48506
58,63165,32032,51346
59,44603,40129,26950
60,26219,4877,10548
61,25928,57598,18014
62,15486,14051,30203
63,30369,8279,46769
64,20329,26533,11263
65,21020,44283,46543
66,56117,43796,22489
67,39208,60988,61961
68,14312,31033,4827
69,3084,24563,47960
70,51893,12442,13987
71,23523,36063,38687
72,9254,56861,15470
73,30986,29915,53377
74,56799,15231,18813
75,2227,63289,22425
76,39872,20205,17067
77,37307,1660,5970
78,36678,42125,60685
79,39252,12222,62828
80,,16876,17291
