,train,val,test
0,5264,44283,27315
1,15221,52420,12442
2,50878,25928,5970
3,8280,63015,36063
4,22654,42549,1952
5,4963,1943,12222
6,40639,29915,40888
7,64629,4827,24563
8,38535,61961,40129
9,51832,30203,22155
10,6175,9341,46736
11,61089,2706,35652
12,14039,35592,48973
13,39990,20670,24991
14,3881,25792,31333
15,39146,43815,16986
16,38585,38097,61493
17,56500,19512,55281
18,8130,431,28393
19,21260,15209,52438
20,26862,39425,21432
21,36583,45104,51021
22,65022,27739,27249
23,39258,10896,27747
24,54473,28121,56843
25,31793,32035,60058
26,41099,706,46793
27,40864,4211,18896
28,57162,5251,36499
29,3092,46435,50932
30,12244,65371,26190
31,25256,30738,11417
32,11431,33976,2391
33,49995,11557,66
34,10469,34688,8985
35,32432,5852,33708
36,30515,19030,55279
37,35909,15912,52846
38,31383,3511,6363
39,8531,45630,38479
40,18607,45254,60928
41,34690,44962,64771
42,20882,43998,53900
43,41368,12902,38118
44,40503,53655,18810
45,60936,39269,3222
46,44700,61823,46444
47,30792,2666,53402
48,22489,49587,14312
49,17067,6582,56799
50,18813,5456,57265
51,58974,31297,30868
52,6359,30369,30272
53,38687,44976,11263
54,26219,26533,1660
55,31033,57696,52259
56,45990,56861,47960
57,52461,60685,53377
58,59515,7955,44581
59,43796,18014,7482
60,21929,42296,52931
61,20205,57598,36302
62,13987,38669,25923
63,35197,15486,4877
64,21445,42125,10548
65,23523,46769,29615
66,56117,44603,15231
67,39252,56947,42857
68,20329,62828,9658
69,3084,54928,58947
70,51893,64824,13526
71,28562,6449,51346
72,14532,26950,15470
73,34508,63165,32032
74,56351,16876,60988
75,2227,39880,45725
76,42260,63289,22290
77,38019,8279,55287
78,37190,48506,14051
79,39872,16325,17291
80,,22425,28603
