,train,val,test
0,5251,14051,32032
1,15871,43796,38669
2,48861,55287,1952
3,8280,45990,48506
4,24759,64824,3191
5,4963,52420,30369
6,39365,57696,7482
7,64629,20205,18014
8,37655,58974,44283
9,48973,27315,51346
10,6175,17416,52275
11,60058,17854,64111
12,14127,63897,11417
13,39297,65371,10642
14,4211,39172,54990
15,38041,57100,26603
16,38366,35998,6140
17,56500,43390,18568
18,3092,15139,39425
19,13387,14542,2706
20,26025,20316,49281
21,34688,43432,40639
22,65022,431,35239
23,38959,58895,12159
24,54473,54949,27249
25,33708,17637,43671
26,41099,25561,16042
27,40864,61797,9697
28,57162,59031,47984
29,281,1020,4
30,9183,61280,51832
31,23796,29240,36499
32,10469,21260,5852
33,50048,39466,34277
34,10077,8985,31300
35,34690,26862,21303
36,30792,50962,28736
37,40079,30515,48734
38,32636,49995,25604
39,7329,21373,34822
40,17487,28066,61320
41,38647,59900,14617
42,18607,63121,51128
43,44700,38118,32432
44,44232,54408,35754
45,60928,22924,6363
46,45254,18138,60936
47,32042,7204,35953
48,26533,39208,5456
49,12222,56351,30868
50,22425,49587,4134
51,62828,23523,44530
52,4827,15470,22155
53,35197,52461,46769
54,26950,38349,22290
55,29615,52259,54928
56,42549,60685,5970
57,59515,39880,11263
58,63015,25923,40888
59,36063,60988,17067
60,26219,17291,44603
61,25928,16325,63289
62,7955,30272,6449
63,29915,56947,15486
64,21020,13526,8279
65,21445,30203,52931
66,56799,63165,16876
67,39252,4877,40129
68,14532,38687,61961
69,3084,28603,9658
70,56117,21929,42296
71,28562,6359,44581
72,14312,12442,36302
73,31297,58947,42857
74,56993,10548,42125
75,2227,24563,44976
76,42260,18813,52375
77,37307,22489,53377
78,36678,1660,47960
79,39872,45725,57598
80,,15231,13987
