,train,val,test
0,5114,12222,29615
1,16042,10548,44976
2,51832,63165,54928
3,9154,56861,58947
4,24759,18813,45990
5,4211,38687,6359
6,43432,30369,48506
7,64629,26533,1943
8,39146,56947,39880
9,52275,25923,51346
10,6140,52308,28519
11,61089,34247,15293
12,14127,6951,57468
13,43390,15139,35239
14,3881,46469,17854
15,39297,36204,16494
16,34688,59031,41361
17,54473,8805,32596
18,5852,25792,65371
19,13387,36499,8280
20,23796,43875,31333
21,33839,19255,6843
22,65022,3098,17416
23,38585,27249,30738
24,52612,27747,47837
25,26025,43671,61424
26,39258,1295,28821
27,38959,5307,18981
28,56500,46736,30794
29,2391,24991,1289
30,8985,39172,41801
31,21260,10896,14542
32,11431,26862,31300
33,49995,281,9183
34,10469,34277,57162
35,35909,40864,49872
36,32636,18810,53402
37,39269,12902,44700
38,34822,30712,46444
39,8531,18138,12522
40,20882,5265,7204
41,38479,50962,22221
42,21373,57711,286
43,44232,15188,32042
44,43998,22924,64771
45,60936,51679,50246
46,45254,3222,18607
47,34690,52752,63367
48,16876,56993,36678
49,13526,38019,35792
50,13987,25331,23523
51,57598,14312,48502
52,9658,35197,42296
53,38669,27315,17291
54,17067,45725,61961
55,22489,22290,20205
56,43796,44581,40129
57,53377,1660,24563
58,62828,52420,18014
59,40888,64824,32032
60,15470,55287,52375
61,15231,52931,28603
62,12442,3191,11263
63,26219,42857,4827
64,20329,25928,30272
65,21020,7482,15486
66,56351,6449,7955
67,39872,29915,26950
68,9254,42125,63015
69,3084,52461,58974
70,56117,57696,1952
71,28562,60988,8279
72,6582,44283,16325
73,30986,59515,36302
74,56799,21929,22425
75,2227,60685,14051
76,44530,47960,44603
77,39208,42549,36063
78,37190,22155,4877
79,42260,31033,38349
80,,63289,52259
