,train,val,test
0,5307,15486,42857
1,16494,18014,26950
2,50878,8279,64824
3,9697,32032,46543
4,24759,26219,44581
5,5114,22155,7955
6,43390,46769,7482
7,64629,22489,52461
8,39172,63015,45725
9,50932,44976,22290
10,8213,20312,970
11,60058,26644,5851
12,15221,1289,28393
13,41801,36008,6843
14,5015,31473,27245
15,39365,1774,44432
16,34688,20858,18196
17,54473,57100,36499
18,3092,37655,55281
19,12244,39146,54825
20,25256,29904,34649
21,33976,34247,65533
22,65022,32035,61033
23,38959,8713,1252
24,52612,9341,29147
25,26862,47911,60287
26,40864,16042,61089
27,39466,10143,5992
28,57162,25561,39255
29,281,2706,15139
30,8130,706,32192
31,21260,61493,46139
32,10469,13568,38366
33,49942,9183,33708
34,10077,56500,31300
35,32636,23796,36583
36,30515,18138,44804
37,38118,24023,59760
38,32042,18810,3222
39,7204,53098,63836
40,17738,50048,38901
41,35754,54408,7490
42,19030,52836,34690
43,41368,45630,53900
44,40503,45254,30792
45,61320,48734,14617
46,44232,12902,28736
47,31383,52752,59900
48,16876,46815,31297
49,9658,48550,56993
50,12222,39872,2227
51,55287,47431,39252
52,6359,42125,42296
53,38349,61961,13526
54,17291,52931,28603
55,26533,25928,63289
56,39880,36063,35197
57,52420,38687,54928
58,60685,13987,22425
59,38669,45990,27315
60,15470,43796,52259
61,14051,4827,16325
62,6449,60988,36302
63,29615,25923,4877
64,20329,1660,58974
65,21020,17067,58947
66,56351,56947,3191
67,37307,30272,10548
68,14312,21929,40888
69,3997,24563,62828
70,56117,53377,44283
71,23523,40129,30369
72,9254,56861,5970
73,28562,51346,11263
74,56799,47960,12442
75,3084,20205,52375
76,39208,15231,1943
77,36678,42549,59515
78,34508,57696,29915
79,38019,18813,31033
80,,57598,63165
