,train,val,test
0,5307,9658,13526
1,15293,1952,55287
2,50589,44581,52461
3,8805,22425,15231
4,21432,26533,28603
5,5015,53377,24563
6,39425,36302,26950
7,64629,42857,48506
8,37655,29615,22155
9,50712,29915,40888
10,6843,43671,3881
11,61089,28121,44432
12,14127,25561,18547
13,39365,36639,46469
14,4963,54590,26603
15,38041,60058,431
16,36583,37367,54949
17,52612,9154,64950
18,5852,38535,22654
19,13387,53059,10642
20,26862,57468,26644
21,34277,46139,47984
22,65022,63941,43390
23,38849,1925,41361
24,49872,60287,34649
25,31793,45104,24759
26,39466,32035,15139
27,39258,5114,3098
28,57162,56843,53688
29,281,18196,38048
30,9183,16986,5851
31,21303,1774,32192
32,10800,33708,8985
33,50304,13568,26025
34,10246,54473,2391
35,35909,56500,25256
36,32432,22221,43998
37,39269,61823,44962
38,34822,51128,22924
39,7204,60928,14424
40,18810,57711,15188
41,38479,53098,21373
42,19569,47105,40079
43,45254,32042,33984
44,44804,25604,12522
45,61320,31383,2906
46,46444,7329,40124
47,34690,8531,15742
48,30203,65094,2227
49,12222,30986,39208
50,15486,56117,62476
51,57598,39252,23523
52,6359,30369,57696
53,45990,30272,17067
54,31033,25923,64824
55,44283,14051,12442
56,47960,5970,63015
57,56861,42549,38687
58,60685,46769,40129
59,46543,16325,4877
60,25928,42296,60988
61,18014,63165,22489
62,8279,45725,11263
63,44603,21929,63289
64,20329,36063,43796
65,21020,13987,15470
66,51893,7482,26219
67,38019,58974,54928
68,14312,10548,6449
69,3997,38349,17291
70,49587,22290,61961
71,25331,32032,3191
72,9254,52420,42125
73,30868,62828,20205
74,56351,35197,1943
75,3084,16876,18813
76,42260,7955,52931
77,37190,4827,38669
78,35792,58947,59515
79,39872,52259,56947
80,,39880,27315
